hash_id,age,gender,member_class,contact_member_class,mobile_owned_class,newsletter_received,integrated_datetime
cust_00000897,34,M,Gold,OK,Y,Y,2023-06-28 14:48:42.493602
cust_00000898,59,F,Silver,NG,Y,N,2025-08-02 14:48:42.493602
cust_00000899,19,M,Gold,OK,Y,Y,2024-09-04 14:48:42.493602
cust_00000900,24,M,Silver,OK,Y,Y,2022-11-28 14:48:42.493602
cust_00000901,30,M,Bronze,OK,Y,Y,2024-10-03 14:48:42.493602
cust_00000902,20,M,Bronze,OK,Y,Y,2025-09-07 14:48:42.493602
cust_00000903,29,F,Bronze,OK,Y,N,2025-07-09 14:48:42.493602
cust_00000904,44,F,Bronze,OK,Y,Y,2023-07-09 14:48:42.493602
cust_00000905,38,F,Bronze,OK,N,N,2023-03-09 14:48:42.493602
cust_00000906,59,M,Silver,OK,N,Y,2024-03-30 14:48:42.493602
cust_00000907,54,F,Bronze,NG,Y,N,2023-09-09 14:48:42.493602
cust_00000908,36,M,Silver,OK,Y,N,2023-07-01 14:48:42.493602
cust_00000909,32,F,Basic,OK,Y,Y,2025-09-15 14:48:42.493602
cust_00000910,37,F,Silver,OK,Y,Y,2023-12-21 14:48:42.493602
cust_00000911,44,F,Premium,NG,Y,N,2025-05-07 14:48:42.493602
cust_00000912,33,M,Bronze,NG,N,Y,2025-06-22 14:48:42.493602
cust_00000913,46,M,Silver,NG,Y,Y,2024-01-11 14:48:42.493602
cust_00000914,38,F,Basic,OK,Y,N,2023-07-03 14:48:42.493602
cust_00000915,43,F,Basic,NG,Y,N,2022-10-22 14:48:42.493602
cust_00000916,39,F,Gold,OK,Y,N,2023-12-13 14:48:42.493602
cust_00000917,34,M,Gold,OK,Y,Y,2023-04-23 14:48:42.493602
cust_00000918,64,M,Bronze,OK,Y,Y,2025-08-05 14:48:42.493602
cust_00000919,51,F,Bronze,NG,Y,N,2023-10-23 14:48:42.493602
cust_00000920,27,M,Silver,NG,Y,Y,2023-08-24 14:48:42.493602
cust_00000921,57,F,Bronze,NG,N,Y,2025-04-14 14:48:42.493602
cust_00000922,41,M,Bronze,NG,Y,N,2025-05-16 14:48:42.493602
cust_00000923,59,F,Silver,OK,Y,Y,2025-01-23 14:48:42.493602
cust_00000924,53,M,Premium,OK,Y,Y,2025-03-12 14:48:42.493602
cust_00000925,39,F,Bronze,OK,N,N,2024-07-24 14:48:42.493602
cust_00000926,20,M,Silver,NG,N,Y,2024-10-29 14:48:42.493602
cust_00000927,33,M,Basic,OK,Y,Y,2024-06-05 14:48:42.493602
cust_00000928,43,M,Silver,NG,Y,Y,2024-04-02 14:48:42.493602
cust_00000929,46,M,Bronze,OK,Y,Y,2024-03-22 14:48:42.493602
cust_00000930,32,M,Basic,OK,Y,N,2025-04-01 14:48:42.493602
cust_00000931,27,F,Basic,OK,Y,Y,2024-03-28 14:48:42.493602
cust_00000932,55,F,Silver,OK,Y,Y,2024-01-13 14:48:42.493602
cust_00000933,71,F,Silver,NG,Y,Y,2025-01-12 14:48:42.493602
cust_00000934,42,M,Bronze,OK,Y,N,2022-11-30 14:48:42.493602
cust_00000935,29,F,Silver,OK,Y,N,2024-02-08 14:48:42.493602
cust_00000936,33,M,Gold,OK,Y,Y,2023-01-09 14:48:42.493602
cust_00000937,19,M,Basic,OK,Y,Y,2023-10-23 14:48:42.493602
cust_00000938,61,F,Gold,OK,Y,N,2023-09-07 14:48:42.493602
cust_00000939,26,F,Premium,OK,Y,Y,2025-06-12 14:48:42.493602
cust_00000940,44,F,Premium,NG,Y,Y,2024-11-18 14:48:42.493602
cust_00000941,33,F,Bronze,OK,Y,Y,2023-11-16 14:48:42.493602
cust_00000942,43,F,Bronze,OK,Y,Y,2025-03-31 14:48:42.493602
cust_00000943,47,F,Silver,OK,Y,N,2023-01-10 14:48:42.493602
cust_00000944,55,M,Silver,OK,Y,N,2023-04-18 14:48:42.493602
cust_00000945,30,M,Silver,OK,Y,N,2025-04-09 14:48:42.493602
cust_00000946,19,F,Bronze,OK,Y,N,2023-11-20 14:48:42.493602
cust_00000947,27,F,Gold,OK,N,N,2023-08-15 14:48:42.493602
cust_00000948,59,F,Basic,OK,Y,N,2022-10-02 14:48:42.493602
cust_00000949,58,M,Silver,OK,Y,Y,2025-01-24 14:48:42.493602
cust_00000950,45,M,Basic,NG,Y,Y,2023-06-02 14:48:42.493602
cust_00000951,45,F,Gold,NG,N,N,2023-01-28 14:48:42.493602
cust_00000952,47,F,Bronze,OK,N,Y,2022-12-30 14:48:42.493602
cust_00000953,29,M,Silver,OK,Y,Y,2023-07-08 14:48:42.493602
cust_00000954,61,M,Gold,OK,Y,Y,2024-06-28 14:48:42.493602
cust_00000955,38,F,Basic,OK,Y,Y,2024-07-17 14:48:42.493602
cust_00000956,37,M,Basic,NG,N,Y,2024-08-19 14:48:42.493602
cust_00000957,42,F,Silver,NG,Y,Y,2023-03-23 14:48:42.493602
cust_00000958,22,F,Bronze,OK,N,Y,2023-09-07 14:48:42.493602
cust_00000959,28,M,Bronze,OK,Y,N,2024-08-29 14:48:42.493602
cust_00000960,50,M,Basic,OK,Y,N,2024-07-30 14:48:42.493602
cust_00000961,24,F,Silver,OK,N,N,2024-12-01 14:48:42.493602
cust_00000962,45,M,Bronze,NG,Y,N,2023-08-27 14:48:42.493602
cust_00000963,32,F,Bronze,OK,N,Y,2023-01-10 14:48:42.493602
cust_00000964,37,M,Silver,OK,Y,Y,2023-06-09 14:48:42.493602
cust_00000965,34,F,Basic,OK,N,Y,2023-09-27 14:48:42.493602
cust_00000966,36,M,Gold,OK,Y,N,2024-05-17 14:48:42.493602
cust_00000967,49,M,Gold,OK,Y,Y,2023-12-14 14:48:42.493602
cust_00000968,34,F,Bronze,OK,Y,N,2025-01-29 14:48:42.493602
cust_00000969,44,M,Bronze,OK,Y,Y,2025-08-27 14:48:42.493602
cust_00000970,40,M,Gold,NG,Y,N,2024-07-08 14:48:42.493602
cust_00000971,47,M,Silver,NG,N,Y,2023-02-17 14:48:42.493602
cust_00000972,63,F,Basic,OK,Y,N,2023-09-06 14:48:42.493602
cust_00000973,50,M,Silver,NG,Y,Y,2023-08-10 14:48:42.493602
cust_00000974,31,M,Bronze,OK,N,Y,2025-02-02 14:48:42.493602
cust_00000975,20,F,Bronze,NG,Y,Y,2025-06-22 14:48:42.493602
cust_00000976,33,M,Silver,NG,Y,N,2023-10-24 14:48:42.493602
cust_00000977,45,F,Basic,OK,Y,Y,2024-06-28 14:48:42.493602
cust_00000978,22,F,Bronze,NG,N,N,2023-11-08 14:48:42.493602
cust_00000979,41,M,Bronze,OK,Y,N,2022-10-28 14:48:42.493602
cust_00000980,45,M,Bronze,OK,Y,N,2023-03-27 14:48:42.493602
cust_00000981,35,M,Bronze,OK,N,Y,2023-11-15 14:48:42.493602
cust_00000982,52,F,Bronze,NG,Y,Y,2024-09-15 14:48:42.493602
cust_00000983,25,M,Basic,NG,Y,Y,2023-03-27 14:48:42.493602
cust_00000984,24,F,Silver,OK,Y,N,2024-01-05 14:48:42.493602
cust_00000985,50,F,Silver,OK,N,N,2024-12-09 14:48:42.493602
cust_00000986,41,F,Silver,OK,Y,N,2023-08-17 14:48:42.493602
cust_00000987,48,M,Premium,NG,Y,Y,2025-05-06 14:48:42.493602
cust_00000988,39,M,Premium,OK,Y,Y,2023-08-07 14:48:42.493602
cust_00000989,32,M,Basic,NG,Y,N,2024-01-09 14:48:42.493602
cust_00000990,54,M,Bronze,OK,Y,Y,2024-12-25 14:48:42.493602
cust_00000991,53,F,Bronze,OK,Y,N,2024-02-17 14:48:42.493602
cust_00000992,48,M,Bronze,OK,Y,Y,2023-08-21 14:48:42.493602
cust_00000993,33,F,Basic,NG,Y,Y,2025-09-20 14:48:42.493602
cust_00000994,44,F,Bronze,OK,Y,N,2023-12-30 14:48:42.493602
cust_00000995,36,F,Basic,NG,Y,Y,2024-09-14 14:48:42.493602
cust_00000996,25,M,Silver,OK,Y,Y,2022-09-29 14:48:42.493602
cust_00000997,61,F,Basic,OK,Y,N,2023-03-04 14:48:42.493602
cust_00000998,27,M,Bronze,NG,Y,N,2024-11-10 14:48:42.493602
cust_00000999,65,F,Silver,NG,Y,N,2023-09-14 14:48:42.493602
cust_00001000,39,F,Bronze,NG,Y,N,2022-12-11 14:48:42.493602
cust_00001001,29,M,Bronze,OK,Y,Y,2024-11-03 14:48:42.493602
cust_00001002,43,F,Gold,OK,Y,Y,2025-03-30 14:48:42.493602
cust_00001003,57,M,Bronze,OK,Y,Y,2025-03-08 14:48:42.493602
cust_00001004,50,M,Silver,OK,Y,Y,2025-03-31 14:48:42.493602
cust_00001005,54,F,Gold,NG,Y,Y,2025-08-27 14:48:42.493602
cust_00001006,47,M,Basic,OK,Y,N,2024-12-24 14:48:42.493602
cust_00001007,48,F,Bronze,OK,N,Y,2025-07-05 14:48:42.493602
cust_00001008,56,F,Basic,OK,Y,N,2024-08-01 14:48:42.493602
cust_00001009,32,M,Bronze,OK,Y,Y,2025-08-03 14:48:42.493602
cust_00001010,41,F,Silver,OK,Y,Y,2023-12-03 14:48:42.493602
cust_00001011,31,M,Bronze,OK,Y,Y,2025-04-24 14:48:42.493602
cust_00001012,72,M,Bronze,OK,Y,N,2024-11-05 14:48:42.493602
cust_00001013,64,M,Basic,OK,Y,Y,2024-07-28 14:48:42.493602
cust_00001014,21,F,Silver,NG,Y,Y,2022-10-01 14:48:42.493602
cust_00001015,49,F,Basic,OK,Y,N,2023-02-26 14:48:42.493602
cust_00001016,62,M,Basic,OK,Y,Y,2025-02-05 14:48:42.493602
cust_00001017,29,F,Bronze,NG,Y,Y,2024-11-13 14:48:42.493602
cust_00001018,44,M,Basic,NG,Y,N,2023-08-07 14:48:42.493602
cust_00001019,61,M,Silver,NG,Y,Y,2023-01-20 14:48:42.493602
cust_00001020,21,F,Basic,NG,N,Y,2023-02-07 14:48:42.493602
cust_00001021,49,F,Bronze,OK,Y,N,2024-07-26 14:48:42.493602
cust_00001022,34,M,Premium,OK,Y,Y,2022-11-04 14:48:42.493602
cust_00001023,62,M,Basic,OK,Y,Y,2024-12-15 14:48:42.493602
cust_00001024,68,F,Bronze,OK,Y,Y,2022-12-28 14:48:42.493602
cust_00001025,64,F,Bronze,NG,Y,Y,2023-05-18 14:48:42.493602
cust_00001026,40,F,Bronze,OK,Y,Y,2024-01-09 14:48:42.493602
cust_00001027,57,M,Gold,NG,Y,Y,2024-02-27 14:48:42.493602
cust_00001028,56,F,Bronze,NG,Y,Y,2024-03-31 14:48:42.493602
cust_00001029,35,M,Basic,OK,Y,Y,2022-09-30 14:48:42.493602
cust_00001030,55,F,Premium,NG,Y,N,2025-09-03 14:48:42.493602
cust_00001031,21,M,Silver,OK,Y,N,2024-05-29 14:48:42.493602
cust_00001032,45,F,Premium,OK,Y,N,2023-02-20 14:48:42.493602
cust_00001033,31,M,Silver,NG,Y,Y,2023-11-05 14:48:42.493602
cust_00001034,26,F,Bronze,OK,Y,Y,2022-10-01 14:48:42.493602
cust_00001035,24,M,Bronze,NG,Y,Y,2025-05-05 14:48:42.493602
cust_00001036,48,F,Basic,OK,Y,N,2024-03-26 14:48:42.493602
cust_00001037,36,M,Bronze,OK,Y,Y,2024-03-30 14:48:42.493602
cust_00001038,50,M,Silver,NG,Y,Y,2025-02-17 14:48:42.493602
cust_00001039,23,F,Basic,OK,Y,Y,2023-06-16 14:48:42.493602
cust_00001040,35,M,Bronze,OK,Y,Y,2025-07-01 14:48:42.493602
cust_00001041,43,M,Bronze,OK,Y,Y,2024-07-19 14:48:42.493602
cust_00001042,53,F,Bronze,NG,Y,Y,2023-12-16 14:48:42.493602
cust_00001043,35,F,Basic,OK,N,Y,2024-05-07 14:48:42.493602
cust_00001044,46,F,Bronze,NG,N,N,2023-10-24 14:48:42.493602
cust_00001045,58,M,Silver,OK,N,Y,2025-03-30 14:48:42.493602
cust_00001046,45,M,Bronze,OK,Y,N,2025-09-01 14:48:42.493602
cust_00001047,31,F,Premium,NG,Y,Y,2025-09-08 14:48:42.493602
cust_00001048,20,F,Silver,OK,Y,Y,2023-07-12 14:48:42.493602
cust_00001049,57,M,Silver,OK,N,Y,2024-11-17 14:48:42.493602
cust_00001050,20,M,Gold,NG,Y,Y,2025-04-30 14:48:42.493602
cust_00001051,58,F,Premium,NG,Y,Y,2025-02-06 14:48:42.493602
cust_00001052,42,M,Gold,OK,Y,Y,2023-01-09 14:48:42.493602
cust_00001053,63,M,Bronze,OK,Y,Y,2023-01-06 14:48:42.493602
cust_00001054,53,F,Basic,NG,Y,Y,2025-06-30 14:48:42.493602
cust_00001055,78,M,Basic,NG,Y,Y,2023-07-15 14:48:42.493602
cust_00001056,36,F,Silver,NG,Y,Y,2025-01-07 14:48:42.493602
cust_00001057,52,F,Bronze,OK,N,Y,2025-06-02 14:48:42.493602
cust_00001058,38,F,Basic,NG,Y,Y,2025-01-13 14:48:42.493602
cust_00001059,40,M,Gold,OK,Y,N,2022-12-09 14:48:42.493602
cust_00001060,46,M,Bronze,OK,Y,Y,2024-09-20 14:48:42.493602
cust_00001061,58,F,Bronze,OK,Y,Y,2023-08-26 14:48:42.493602
cust_00001062,71,F,Gold,OK,Y,N,2022-11-17 14:48:42.493602
cust_00001063,52,F,Basic,OK,Y,N,2025-03-29 14:48:42.493602
cust_00001064,38,M,Basic,OK,Y,N,2023-02-15 14:48:42.493602
cust_00001065,38,F,Premium,OK,Y,N,2024-10-06 14:48:42.493602
cust_00001066,50,M,Gold,OK,Y,N,2025-07-28 14:48:42.493602
cust_00001067,32,F,Premium,OK,Y,N,2023-09-24 14:48:42.493602
cust_00001068,26,F,Silver,OK,Y,Y,2024-08-30 14:48:42.493602
cust_00001069,36,F,Bronze,OK,Y,N,2023-05-27 14:48:42.493602
cust_00001070,34,F,Bronze,OK,Y,N,2023-02-18 14:48:42.493602
cust_00001071,34,M,Silver,OK,Y,N,2024-09-04 14:48:42.493602
cust_00001072,31,F,Basic,OK,Y,N,2023-04-26 14:48:42.493602
cust_00001073,21,F,Silver,NG,Y,Y,2025-07-17 14:48:42.493602
cust_00001074,19,F,Premium,NG,Y,Y,2024-07-22 14:48:42.493602
cust_00001075,72,F,Silver,NG,Y,N,2025-01-29 14:48:42.493602
cust_00001076,39,F,Bronze,OK,Y,Y,2023-07-22 14:48:42.493602
cust_00001077,37,F,Silver,OK,Y,N,2023-10-29 14:48:42.493602
cust_00001078,48,M,Silver,OK,Y,Y,2025-01-28 14:48:42.493602
cust_00001079,31,M,Gold,NG,Y,N,2023-10-06 14:48:42.493602
cust_00001080,65,F,Basic,OK,Y,N,2023-12-17 14:48:42.493602
cust_00001081,52,F,Basic,OK,N,Y,2024-08-15 14:48:42.493602
cust_00001082,24,M,Silver,OK,Y,Y,2023-02-13 14:48:42.493602
cust_00001083,38,F,Silver,OK,Y,Y,2022-11-10 14:48:42.493602
cust_00001084,58,F,Bronze,NG,N,N,2023-08-30 14:48:42.493602
cust_00001085,64,F,Bronze,NG,Y,N,2025-02-19 14:48:42.493602
cust_00001086,40,F,Silver,NG,Y,Y,2025-02-27 14:48:42.493602
cust_00001087,45,M,Basic,OK,N,Y,2025-07-24 14:48:42.493602
cust_00001088,29,F,Bronze,NG,N,N,2024-10-22 14:48:42.493602
cust_00001089,74,M,Bronze,OK,Y,N,2025-01-16 14:48:42.493602
cust_00001090,31,F,Bronze,NG,Y,Y,2025-04-02 14:48:42.493602
cust_00001091,64,F,Basic,OK,Y,Y,2023-03-29 14:48:42.493602
cust_00001092,47,M,Bronze,OK,Y,N,2025-08-30 14:48:42.493602
cust_00001093,45,F,Premium,OK,Y,Y,2023-11-05 14:48:42.493602
cust_00001094,42,M,Silver,OK,Y,N,2023-05-06 14:48:42.493602
cust_00001095,31,F,Bronze,NG,N,Y,2023-04-22 14:48:42.493602
cust_00001096,29,M,Silver,NG,Y,N,2025-06-22 14:48:42.493602
cust_00001097,31,F,Bronze,OK,Y,Y,2023-11-14 14:48:42.493602
cust_00001098,29,M,Basic,OK,Y,N,2025-03-28 14:48:42.493602
cust_00001099,52,F,Bronze,OK,Y,Y,2024-11-06 14:48:42.493602
cust_00001100,36,M,Basic,NG,Y,Y,2023-04-30 14:48:42.493602
cust_00001101,22,F,Silver,OK,Y,Y,2023-03-16 14:48:42.493602
cust_00001102,68,M,Basic,OK,Y,N,2024-04-27 14:48:42.493602
cust_00001103,58,F,Bronze,OK,Y,Y,2024-03-09 14:48:42.493602
cust_00001104,62,M,Silver,OK,Y,Y,2024-09-15 14:48:42.493602
cust_00001105,76,F,Bronze,NG,Y,Y,2023-08-11 14:48:42.493602
cust_00001106,29,F,Gold,OK,Y,Y,2022-12-15 14:48:42.493602
cust_00001107,38,F,Bronze,OK,Y,Y,2025-07-07 14:48:42.493602
cust_00001108,51,F,Bronze,NG,Y,Y,2025-02-24 14:48:42.493602
cust_00001109,48,F,Silver,OK,Y,N,2023-01-11 14:48:42.493602
cust_00001110,28,M,Bronze,OK,Y,N,2024-06-10 14:48:42.493602
cust_00001111,54,M,Bronze,OK,N,N,2025-04-27 14:48:42.493602
cust_00001112,31,F,Silver,OK,Y,N,2024-10-10 14:48:42.493602
cust_00001113,31,M,Premium,OK,Y,Y,2022-11-12 14:48:42.493602
cust_00001114,42,M,Silver,NG,Y,N,2022-12-14 14:48:42.493602
cust_00001115,44,F,Bronze,NG,Y,Y,2024-09-02 14:48:42.493602
cust_00001116,44,M,Basic,NG,Y,Y,2024-09-21 14:48:42.493602
cust_00001117,25,M,Basic,NG,Y,Y,2024-10-01 14:48:42.493602
cust_00001118,58,M,Bronze,OK,Y,Y,2024-12-28 14:48:42.493602
cust_00001119,33,F,Bronze,OK,Y,Y,2023-11-20 14:48:42.493602
cust_00001120,27,M,Silver,OK,Y,Y,2025-08-01 14:48:42.493602
cust_00001121,59,F,Bronze,NG,Y,N,2022-11-16 14:48:42.493602
cust_00001122,65,F,Silver,OK,Y,Y,2024-12-11 14:48:42.493602
cust_00001123,57,F,Silver,OK,Y,Y,2024-12-06 14:48:42.493602
cust_00001124,54,M,Bronze,OK,Y,Y,2025-06-26 14:48:42.493602
cust_00001125,47,M,Premium,OK,Y,Y,2024-07-07 14:48:42.493602
cust_00001126,43,M,Bronze,OK,Y,Y,2025-06-24 14:48:42.493602
cust_00001127,24,F,Basic,NG,Y,Y,2025-03-17 14:48:42.493602
cust_00001128,38,F,Silver,OK,Y,Y,2022-09-29 14:48:42.493602
cust_00001129,37,F,Silver,NG,Y,N,2023-01-23 14:48:42.493602
cust_00001130,32,F,Basic,OK,Y,N,2025-06-07 14:48:42.493602
cust_00001131,50,F,Bronze,NG,N,Y,2025-01-03 14:48:42.493602
cust_00001132,41,M,Silver,NG,Y,Y,2024-10-26 14:48:42.493602
cust_00001133,24,M,Silver,NG,Y,N,2022-10-22 14:48:42.493602
cust_00001134,31,F,Bronze,OK,Y,Y,2023-10-04 14:48:42.493602
cust_00001135,48,F,Bronze,OK,Y,Y,2023-08-17 14:48:42.493602
cust_00001136,24,F,Gold,OK,Y,Y,2023-06-30 14:48:42.493602
cust_00001137,56,F,Silver,OK,N,N,2025-07-23 14:48:42.493602
cust_00001138,41,M,Basic,OK,Y,Y,2024-06-21 14:48:42.493602
cust_00001139,40,M,Bronze,NG,Y,N,2025-02-09 14:48:42.493602
cust_00001140,44,M,Basic,OK,Y,Y,2024-08-20 14:48:42.493602
cust_00001141,54,F,Bronze,OK,Y,Y,2022-11-29 14:48:42.493602
cust_00001142,36,F,Basic,OK,Y,Y,2025-01-09 14:48:42.493602
cust_00001143,48,F,Silver,NG,Y,N,2022-10-14 14:48:42.493602
cust_00001144,44,M,Bronze,NG,Y,N,2023-08-24 14:48:42.493602
cust_00001145,33,M,Premium,OK,Y,Y,2023-11-22 14:48:42.493602
cust_00001146,58,F,Bronze,OK,Y,Y,2025-01-13 14:48:42.493602
cust_00001147,53,F,Bronze,NG,Y,Y,2023-04-18 14:48:42.493602
cust_00001148,47,F,Silver,OK,Y,Y,2023-04-24 14:48:42.493602
cust_00001149,56,M,Basic,OK,N,Y,2024-06-17 14:48:42.493602
cust_00001150,57,M,Basic,NG,Y,Y,2023-11-18 14:48:42.493602
cust_00001151,49,M,Premium,NG,Y,N,2022-12-03 14:48:42.493602
cust_00001152,55,M,Bronze,OK,N,Y,2024-12-22 14:48:42.493602
cust_00001153,49,F,Silver,OK,Y,Y,2024-11-15 14:48:42.493602
cust_00001154,48,F,Silver,OK,Y,Y,2025-04-16 14:48:42.493602
cust_00001155,45,F,Basic,OK,Y,Y,2025-08-21 14:48:42.493602
cust_00001156,51,F,Silver,OK,Y,Y,2023-07-07 14:48:42.493602
cust_00001157,28,M,Basic,OK,Y,N,2024-03-29 14:48:42.493602
cust_00001158,58,M,Gold,OK,Y,Y,2023-12-04 14:48:42.493602
cust_00001159,57,F,Bronze,OK,N,N,2022-10-19 14:48:42.493602
cust_00001160,20,M,Bronze,OK,Y,Y,2023-06-18 14:48:42.493602
cust_00001161,55,F,Silver,OK,Y,Y,2022-12-04 14:48:42.493602
cust_00001162,27,F,Silver,OK,Y,Y,2024-07-26 14:48:42.493602
cust_00001163,35,F,Basic,OK,Y,N,2023-05-25 14:48:42.493602
cust_00001164,50,F,Bronze,OK,Y,Y,2023-11-05 14:48:42.493602
cust_00001165,28,F,Silver,OK,Y,Y,2024-02-01 14:48:42.493602
cust_00001166,54,F,Bronze,NG,Y,Y,2025-06-29 14:48:42.493602
cust_00001167,55,F,Gold,OK,Y,N,2023-04-20 14:48:42.493602
cust_00001168,41,M,Silver,NG,Y,Y,2024-11-21 14:48:42.493602
cust_00001169,18,F,Bronze,OK,N,Y,2023-09-16 14:48:42.493602
cust_00001170,34,F,Gold,OK,Y,Y,2024-04-25 14:48:42.493602
cust_00001171,45,F,Basic,OK,N,Y,2025-07-31 14:48:42.493602
cust_00001172,70,M,Bronze,OK,Y,Y,2023-11-18 14:48:42.493602
cust_00001173,46,F,Basic,NG,Y,Y,2023-01-20 14:48:42.493602
cust_00001174,32,M,Bronze,NG,Y,N,2023-03-13 14:48:42.493602
cust_00001175,46,F,Basic,NG,N,Y,2022-10-25 14:48:42.493602
cust_00001176,43,M,Bronze,OK,Y,N,2025-03-27 14:48:42.493602
cust_00001177,52,M,Bronze,OK,Y,N,2022-12-01 14:48:42.493602
cust_00001178,25,F,Basic,OK,Y,Y,2024-03-19 14:48:42.493602
cust_00001179,51,F,Bronze,OK,Y,Y,2024-11-03 14:48:42.493602
cust_00001180,43,F,Premium,OK,Y,N,2024-11-13 14:48:42.493602
cust_00001181,67,M,Bronze,NG,Y,N,2025-05-16 14:48:42.493602
cust_00001182,36,F,Basic,NG,Y,N,2024-03-09 14:48:42.493602
cust_00001183,46,F,Bronze,OK,Y,N,2022-10-05 14:48:42.493602
cust_00001184,62,M,Bronze,OK,Y,Y,2023-06-19 14:48:42.493602
cust_00001185,25,F,Bronze,OK,Y,N,2025-09-02 14:48:42.493602
cust_00001186,63,M,Basic,OK,Y,Y,2023-12-28 14:48:42.493602
cust_00001187,48,M,Gold,OK,Y,Y,2024-02-26 14:48:42.493602
cust_00001188,23,F,Bronze,NG,Y,Y,2024-10-30 14:48:42.493602
cust_00001189,34,F,Silver,OK,Y,N,2025-01-23 14:48:42.493602
cust_00001190,49,F,Bronze,OK,N,Y,2024-11-21 14:48:42.493602
cust_00001191,23,M,Bronze,OK,Y,N,2023-12-08 14:48:42.493602
cust_00001192,44,M,Gold,OK,Y,N,2023-05-30 14:48:42.493602
cust_00001193,36,M,Silver,NG,Y,N,2023-02-28 14:48:42.493602
cust_00001194,46,M,Bronze,OK,Y,N,2022-10-27 14:48:42.493602
cust_00001195,22,M,Gold,NG,Y,Y,2025-02-17 14:48:42.493602
cust_00001196,57,F,Silver,OK,Y,N,2023-10-19 14:48:42.493602
cust_00001197,68,F,Basic,NG,N,N,2022-11-04 14:48:42.493602
cust_00001198,68,M,Silver,OK,Y,N,2023-08-02 14:48:42.493602
cust_00001199,51,F,Bronze,OK,Y,N,2023-11-03 14:48:42.493602
cust_00001200,27,F,Basic,NG,Y,Y,2025-03-04 14:48:42.493602
cust_00001201,51,M,Silver,NG,Y,Y,2023-04-15 14:48:42.493602
cust_00001202,20,F,Silver,NG,Y,Y,2022-11-01 14:48:42.493602
cust_00001203,20,M,Bronze,OK,N,N,2024-05-01 14:48:42.493602
cust_00001204,35,M,Bronze,NG,Y,Y,2024-09-04 14:48:42.493602
cust_00001205,41,F,Basic,NG,Y,N,2025-03-07 14:48:42.493602
cust_00001206,52,M,Basic,OK,Y,Y,2022-12-25 14:48:42.493602
cust_00001207,48,F,Bronze,NG,Y,N,2024-03-14 14:48:42.493602
cust_00001208,39,F,Silver,OK,Y,N,2022-11-19 14:48:42.493602
cust_00001209,33,F,Premium,OK,Y,Y,2025-01-22 14:48:42.493602
cust_00001210,77,F,Silver,OK,Y,N,2024-02-12 14:48:42.493602
cust_00001211,39,F,Gold,NG,Y,N,2024-02-16 14:48:42.493602
cust_00001212,39,F,Bronze,OK,Y,Y,2024-11-28 14:48:42.493602
cust_00001213,28,F,Bronze,OK,Y,Y,2025-08-02 14:48:42.493602
cust_00001214,53,F,Premium,OK,Y,Y,2024-09-28 14:48:42.493602
cust_00001215,48,M,Basic,OK,Y,N,2024-08-20 14:48:42.493602
cust_00001216,31,M,Silver,OK,Y,Y,2025-02-24 14:48:42.493602
cust_00001217,24,F,Silver,OK,Y,Y,2024-01-05 14:48:42.493602
cust_00001218,48,F,Bronze,NG,N,Y,2023-07-02 14:48:42.493602
cust_00001219,47,F,Silver,NG,N,Y,2023-09-28 14:48:42.493602
cust_00001220,33,F,Silver,NG,N,N,2025-08-07 14:48:42.493602
cust_00001221,65,M,Gold,NG,Y,N,2025-01-23 14:48:42.493602
cust_00001222,28,M,Silver,OK,Y,Y,2023-01-28 14:48:42.493602
cust_00001223,39,F,Bronze,OK,N,N,2024-02-10 14:48:42.493602
cust_00001224,64,F,Basic,OK,Y,N,2024-04-21 14:48:42.493602
cust_00001225,38,F,Silver,OK,Y,Y,2024-01-07 14:48:42.493602
cust_00001226,46,M,Silver,NG,N,Y,2025-06-25 14:48:42.493602
cust_00001227,38,F,Bronze,OK,Y,N,2024-07-20 14:48:42.493602
cust_00001228,33,M,Basic,NG,Y,N,2023-08-07 14:48:42.493602
cust_00001229,71,M,Silver,OK,Y,N,2022-11-18 14:48:42.493602
cust_00001230,38,F,Silver,NG,Y,Y,2023-06-21 14:48:42.493602
cust_00001231,59,M,Bronze,OK,Y,N,2025-05-30 14:48:42.493602
cust_00001232,31,M,Bronze,OK,Y,Y,2022-11-01 14:48:42.493602
cust_00001233,31,M,Gold,NG,Y,N,2024-09-28 14:48:42.493602
cust_00001234,20,F,Bronze,OK,Y,N,2025-08-03 14:48:42.493602
cust_00001235,47,F,Gold,NG,Y,N,2024-08-30 14:48:42.493602
cust_00001236,37,M,Bronze,OK,Y,N,2023-05-15 14:48:42.493602
cust_00001237,57,M,Bronze,OK,Y,Y,2023-01-25 14:48:42.493602
cust_00001238,40,M,Basic,NG,Y,N,2024-11-07 14:48:42.493602
cust_00001239,67,M,Bronze,OK,Y,Y,2025-01-04 14:48:42.493602
cust_00001240,29,M,Silver,NG,Y,N,2023-02-08 14:48:42.493602
cust_00001241,57,M,Silver,OK,Y,Y,2025-02-16 14:48:42.493602
cust_00001242,52,F,Basic,OK,Y,N,2023-10-20 14:48:42.493602
cust_00001243,52,M,Gold,OK,Y,Y,2024-12-27 14:48:42.493602
cust_00001244,56,M,Silver,OK,Y,N,2023-01-26 14:48:42.493602
cust_00001245,51,M,Gold,OK,Y,Y,2025-01-05 14:48:42.493602
cust_00001246,46,M,Bronze,OK,N,Y,2024-02-28 14:48:42.493602
