hash_id,Recency,Frequency,Monetary,AOV,AOV_Std,Avg_Discount,Avg_Items
cust_00001345,16,5,2574.3,514.86,357.51,22.06,2.8
cust_00001346,77,2,1377.0,688.5,636.66,55.02,1.5
cust_00001347,67,2,357.79,178.9,11.8,22.86,1.5
cust_00001348,3,15,22239.34,1482.62,1091.64,152.64,2.33
cust_00001349,7,15,23152.5,1543.5,1517.59,129.83,1.87
cust_00001350,303,1,81.4,81.4,0.0,4.23,1.0
cust_00001351,14,7,11082.07,1583.15,1732.16,56.69,2.71
cust_00001352,16,25,89836.77,3593.47,3330.8,365.86,2.24
cust_00001353,31,5,6655.02,1331.0,925.07,165.24,2.4
cust_00001354,23,3,2176.68,725.56,474.65,86.6,2.0
cust_00001355,85,3,2324.17,774.72,44.34,31.93,2.33
cust_00001356,16,15,17958.31,1197.22,763.26,118.5,2.0
cust_00001357,55,12,21360.87,1780.07,1450.49,141.44,1.92
cust_00001358,339,1,331.05,331.05,0.0,50.55,2.0
cust_00001359,247,3,1841.98,613.99,504.22,106.42,2.33
cust_00001360,28,4,1148.71,287.18,243.38,45.38,1.75
cust_00001361,73,3,657.57,219.19,54.62,31.06,1.33
cust_00001362,10,6,4488.81,748.13,423.11,105.1,2.0
cust_00001363,70,4,1189.14,297.28,286.87,19.66,2.25
cust_00001364,14,6,7169.75,1194.96,1489.78,168.71,2.83
cust_00001365,83,5,3681.02,736.2,448.82,64.67,1.2
cust_00001366,20,2,2506.47,1253.23,1610.68,71.74,4.0
cust_00001367,126,5,3416.85,683.37,704.39,37.83,1.8
cust_00001368,15,3,1852.04,617.35,358.25,76.83,1.0
cust_00001369,38,5,3681.65,736.33,378.37,111.38,1.4
cust_00001370,139,2,585.29,292.64,289.52,30.34,2.0
cust_00001371,305,3,862.68,287.56,103.84,23.28,3.0
cust_00001372,81,7,6219.43,888.49,638.14,120.57,2.0
cust_00001373,138,4,1238.76,309.69,94.12,24.59,2.0
cust_00001374,12,7,5481.53,783.08,929.37,96.54,1.71
cust_00001375,229,2,642.59,321.29,231.99,42.14,3.0
cust_00001376,20,4,2182.44,545.61,468.99,41.1,1.75
cust_00001377,141,4,2278.87,569.72,224.1,55.56,1.75
cust_00001378,49,3,1126.72,375.57,268.26,34.66,1.67
cust_00001379,206,4,2666.61,666.65,845.3,76.54,2.0
cust_00001380,9,13,29214.09,2247.24,4626.65,244.65,1.77
cust_00001381,14,7,12180.3,1740.04,2842.03,148.8,1.86
cust_00001382,3,4,1871.6,467.9,346.27,60.34,2.0
cust_00001383,67,3,5180.85,1726.95,1801.41,45.43,2.67
cust_00001384,19,3,896.34,298.78,237.86,23.62,3.33
cust_00001385,19,5,4487.52,897.5,1068.01,118.01,1.8
cust_00001386,20,4,825.09,206.27,183.62,23.81,1.75
cust_00001387,25,19,46666.96,2456.16,2500.18,167.2,2.42
cust_00001388,285,1,363.77,363.77,0.0,57.95,2.0
cust_00001389,55,2,733.27,366.64,193.54,47.4,2.0
cust_00001390,69,6,5023.07,837.18,920.64,70.98,1.5
cust_00001391,2,25,58885.94,2355.44,2272.29,290.43,2.52
cust_00001392,55,9,10857.91,1206.43,846.82,127.22,1.67
cust_00001393,50,4,1509.19,377.3,371.97,40.74,2.5
cust_00001394,199,3,600.04,200.01,255.06,13.67,1.33
cust_00001395,16,4,2730.75,682.69,421.36,52.46,2.25
cust_00001396,9,6,4198.44,699.74,583.24,91.02,2.0
cust_00001397,238,3,2658.58,886.19,750.23,85.72,1.33
cust_00001398,94,2,571.04,285.52,260.68,8.3,1.5
cust_00001399,43,4,863.69,215.92,99.56,27.47,2.5
cust_00001400,19,2,1149.92,574.96,717.54,61.53,2.0
cust_00001401,14,14,23817.31,1701.24,2967.45,109.51,2.0
cust_00001402,286,3,7777.58,2592.53,1808.05,157.1,3.0
cust_00001403,53,3,404.3,134.77,15.41,20.31,1.33
cust_00001404,5,7,5345.06,763.58,634.68,60.66,2.71
cust_00001405,54,2,433.04,216.52,94.14,33.33,2.0
cust_00001406,1,4,3453.24,863.31,707.53,31.05,1.75
cust_00001407,33,13,20234.13,1556.47,1287.55,169.9,2.46
cust_00001408,25,3,3537.82,1179.27,1169.53,30.47,1.33
cust_00001409,120,3,5085.27,1695.09,1266.59,179.46,2.0
cust_00001410,6,7,4062.89,580.41,435.58,87.89,2.71
cust_00001411,16,11,15397.78,1399.8,1887.86,135.53,2.0
cust_00001412,19,6,3253.91,542.32,294.38,43.68,2.33
cust_00001413,18,10,9296.94,929.69,982.39,134.89,2.3
cust_00001414,12,10,24538.21,2453.82,2181.66,231.81,1.4
cust_00001415,16,5,1759.08,351.82,197.0,48.54,2.2
cust_00001416,46,5,2011.8,402.36,300.12,40.11,1.4
cust_00001417,248,2,598.79,299.4,325.36,50.43,2.0
cust_00001418,24,4,4407.43,1101.86,1142.7,40.58,1.5
cust_00001419,106,2,770.31,385.16,345.53,55.32,1.0
cust_00001420,31,2,434.02,217.01,26.11,15.31,2.0
cust_00001421,17,2,420.31,210.16,197.42,11.77,3.5
cust_00001422,95,8,4025.06,503.13,499.55,30.21,2.62
cust_00001423,237,3,465.39,155.13,144.88,7.18,3.0
cust_00001424,4,3,1125.21,375.07,324.59,30.65,1.67
cust_00001425,159,3,1074.39,358.13,361.36,21.61,2.67
cust_00001426,9,6,4226.44,704.41,364.24,70.07,2.33
cust_00001427,22,11,13930.31,1266.39,1083.2,145.85,2.0
cust_00001428,9,3,1483.03,494.34,295.9,59.12,2.33
cust_00001429,14,23,42201.82,1834.86,1105.6,178.31,1.74
cust_00001430,50,2,340.56,170.28,49.0,24.45,1.0
cust_00001431,1,10,15092.73,1509.27,903.99,135.47,2.2
cust_00001432,102,4,677.87,169.47,89.33,20.2,1.5
cust_00001433,84,3,499.2,166.4,176.89,15.78,2.67
cust_00001434,161,3,1112.25,370.75,334.29,49.96,1.0
cust_00001435,252,2,256.14,128.07,55.44,17.04,1.5
cust_00001436,308,2,1978.4,989.2,1208.6,93.42,2.0
cust_00001437,61,4,898.85,224.71,262.86,35.67,1.5
cust_00001438,215,2,581.23,290.62,295.14,25.22,1.0
cust_00001439,61,1,2427.32,2427.32,0.0,280.83,2.0
cust_00001440,119,2,1073.47,536.74,547.19,17.21,4.0
cust_00001441,31,7,8772.73,1253.25,1315.27,184.17,2.29
cust_00001442,23,3,2166.81,722.27,841.38,113.24,1.33
cust_00001443,137,7,8296.08,1185.15,1119.16,93.98,3.0
cust_00001444,4,5,2075.78,415.16,415.68,38.35,2.2
cust_00001445,124,2,1005.54,502.77,542.51,73.78,2.5
cust_00001446,67,1,100.83,100.83,0.0,11.96,5.0
cust_00001447,279,2,4143.53,2071.77,2460.72,60.22,1.5
cust_00001448,52,5,3257.14,651.43,702.74,66.97,2.8
cust_00001449,2,25,66886.39,2675.46,2187.06,256.38,1.72
cust_00001450,25,2,256.95,128.48,160.8,12.86,1.0
cust_00001451,27,11,18291.18,1662.83,1491.77,118.98,2.45
cust_00001452,103,4,5608.49,1402.12,1338.18,128.11,1.25
cust_00001453,3,15,25117.16,1674.48,800.28,174.42,2.13
cust_00001454,38,7,4520.93,645.85,391.44,41.0,2.43
cust_00001455,279,3,1651.66,550.55,322.61,47.76,2.33
cust_00001456,15,12,12677.09,1056.42,569.35,118.16,2.25
cust_00001457,19,6,4555.71,759.28,517.05,59.46,2.33
cust_00001458,4,6,3435.55,572.59,370.95,40.39,1.33
cust_00001459,144,2,868.61,434.3,493.38,45.08,3.0
cust_00001460,40,3,939.36,313.12,420.24,11.37,1.67
cust_00001461,178,4,3649.29,912.32,510.7,132.26,2.5
cust_00001462,8,9,9579.93,1064.44,646.69,99.45,2.56
cust_00001463,188,3,3771.66,1257.22,879.73,62.59,2.33
cust_00001464,100,6,2952.03,492.01,352.44,56.86,2.0
cust_00001465,8,3,5105.5,1701.83,2065.64,232.39,1.0
cust_00001466,5,19,46698.18,2457.8,1687.05,201.36,2.32
cust_00001467,19,9,14238.24,1582.03,2123.58,183.62,1.67
cust_00001468,112,4,7885.57,1971.39,2914.08,271.74,2.25
cust_00001469,127,4,2353.48,588.37,520.72,30.36,2.25
cust_00001470,237,2,1060.71,530.36,351.26,16.62,2.5
cust_00001471,7,11,12620.2,1147.29,907.97,92.4,2.82
cust_00001472,12,8,4908.13,613.52,474.63,75.53,1.75
cust_00001473,177,2,1273.81,636.9,740.87,32.48,1.5
cust_00001474,51,4,2540.4,635.1,751.89,72.83,2.25
cust_00001475,10,2,670.24,335.12,203.9,38.78,1.5
cust_00001476,29,13,19260.75,1481.6,1135.7,140.84,2.08
cust_00001477,265,2,1060.37,530.19,524.55,27.63,2.0
cust_00001478,2,4,945.72,236.43,227.35,24.96,3.0
cust_00001479,25,5,2094.91,418.98,247.57,41.51,1.4
cust_00001480,145,2,4546.52,2273.26,1647.97,158.04,2.0
cust_00001481,42,2,236.0,118.0,89.99,19.13,1.0
cust_00001482,66,6,11180.77,1863.46,1226.12,118.16,2.83
cust_00001483,172,4,1178.29,294.57,224.92,35.04,2.25
cust_00001484,9,4,1359.08,339.77,358.51,10.16,1.5
cust_00001485,2,14,22584.88,1613.21,1243.65,162.46,2.29
cust_00001486,36,8,3362.03,420.25,278.78,39.94,2.25
cust_00001487,142,6,6864.4,1144.07,1086.7,147.53,3.17
cust_00001488,2,6,2137.91,356.32,325.61,28.18,3.17
cust_00001489,80,2,675.53,337.76,138.64,44.32,2.0
cust_00001490,219,2,615.01,307.5,105.08,24.12,2.0
cust_00001491,68,2,261.43,130.72,127.03,23.8,1.5
cust_00001492,9,6,7056.93,1176.16,750.42,106.26,2.0
cust_00001493,26,5,5274.97,1054.99,666.6,119.16,2.2
cust_00001494,70,2,309.27,154.64,128.76,26.4,2.0
cust_00001495,50,3,711.41,237.14,23.11,16.29,2.0
cust_00001496,86,2,652.4,326.2,210.79,42.24,1.0
cust_00001497,3,14,12778.24,912.73,734.78,73.63,1.79
cust_00001498,11,7,4628.11,661.16,366.46,53.54,2.29
cust_00001499,41,7,5528.17,789.74,567.1,77.71,2.43
cust_00001500,75,1,1352.96,1352.96,0.0,203.11,1.0
cust_00001501,4,5,2141.71,428.34,400.15,52.05,2.6
cust_00001502,129,2,625.47,312.74,51.19,30.4,1.0
cust_00001503,37,3,1276.36,425.45,222.04,40.92,1.0
cust_00001504,159,4,2039.84,509.96,316.4,62.42,2.0
cust_00001505,6,4,2674.02,668.5,703.38,35.87,2.5
cust_00001506,108,2,2006.58,1003.29,1006.93,144.06,1.0
cust_00001507,201,2,579.82,289.91,32.26,31.44,1.5
cust_00001508,54,11,13922.08,1265.64,749.05,141.9,1.91
cust_00001509,54,4,2161.48,540.37,343.44,74.7,2.0
cust_00001510,125,7,6431.77,918.82,1076.32,84.41,1.29
cust_00001511,48,18,40714.47,2261.92,1237.31,205.84,2.0
cust_00001512,178,2,1662.12,831.06,271.53,111.82,2.0
cust_00001513,150,1,569.3,569.3,0.0,11.58,2.0
cust_00001514,154,7,4524.03,646.29,670.78,55.55,2.0
cust_00001515,142,3,3284.25,1094.75,1209.84,120.05,2.33
cust_00001516,9,3,546.87,182.29,91.98,26.56,1.0
cust_00001517,16,4,2182.65,545.66,335.08,57.78,2.5
cust_00001518,3,9,13420.28,1491.14,1595.43,136.82,1.89
cust_00001519,38,3,1074.66,358.22,390.91,37.58,2.0
cust_00001520,57,3,300.45,100.15,60.68,9.56,2.33
cust_00001521,16,4,2162.35,540.59,231.24,80.17,1.0
cust_00001522,57,17,46286.92,2722.76,2052.77,225.19,2.12
cust_00001523,43,4,6521.13,1630.28,2163.87,126.66,1.25
cust_00001524,7,13,24301.11,1869.32,2176.2,207.94,1.62
cust_00001525,14,4,1486.02,371.5,312.11,29.93,2.5
cust_00001526,5,2,1182.7,591.35,628.21,95.77,2.5
cust_00001527,16,12,20620.62,1718.38,1562.44,166.05,2.17
cust_00001528,137,3,1669.59,556.53,355.54,60.37,1.33
cust_00001529,23,3,779.33,259.78,211.87,21.72,2.0
cust_00001530,55,2,588.08,294.04,324.17,44.82,1.5
cust_00001531,97,2,269.93,134.96,107.5,13.42,3.5
cust_00001532,7,15,16192.84,1079.52,856.87,127.69,2.13
cust_00001533,66,3,3228.76,1076.25,1647.6,201.37,1.33
cust_00001534,33,15,21663.88,1444.26,1303.84,97.11,2.2
cust_00001535,161,7,4343.31,620.47,357.88,77.97,2.0
cust_00001536,274,1,3036.22,3036.22,0.0,82.31,2.0
cust_00001537,300,1,492.89,492.89,0.0,82.42,2.0
cust_00001538,63,2,1117.16,558.58,200.03,63.19,2.5
cust_00001539,73,2,383.76,191.88,26.63,14.97,1.0
cust_00001540,94,3,1102.28,367.43,206.7,27.87,2.33
cust_00001541,249,3,784.85,261.62,192.73,28.74,3.0
cust_00001542,9,15,20707.84,1380.52,1023.67,119.78,2.0
cust_00001543,348,1,118.32,118.32,0.0,15.72,1.0
cust_00001544,93,4,4342.47,1085.62,1372.9,38.43,1.75
cust_00001545,32,4,865.97,216.49,201.29,8.77,1.5
cust_00001546,22,6,3510.6,585.1,554.7,59.78,2.33
cust_00001547,42,3,2913.81,971.27,837.08,165.33,1.33
cust_00001548,60,2,1279.45,639.72,782.24,115.56,3.5
cust_00001549,31,3,1131.21,377.07,356.9,43.25,2.33
cust_00001550,3,3,1599.96,533.32,622.64,57.69,3.0
cust_00001551,31,13,23833.22,1833.32,1698.41,208.16,2.0
cust_00001552,44,3,1634.75,544.92,221.97,66.85,2.33
cust_00001553,322,1,22.16,22.16,0.0,3.3,4.0
cust_00001554,57,4,3186.05,796.51,710.84,74.7,2.0
cust_00001555,32,4,1486.3,371.58,435.6,52.17,1.5
cust_00001556,7,3,932.67,310.89,101.06,20.07,1.0
cust_00001557,48,3,971.14,323.71,318.61,44.14,1.67
cust_00001558,165,3,1337.11,445.7,223.22,27.63,1.67
cust_00001559,64,12,9871.78,822.65,467.58,74.42,2.08
cust_00001560,168,2,727.83,363.92,335.47,47.0,3.0
cust_00001561,27,5,1938.6,387.72,334.84,33.64,2.2
cust_00001562,35,5,5315.5,1063.1,1194.38,100.23,1.4
cust_00001563,332,1,342.26,342.26,0.0,47.89,1.0
cust_00001564,6,5,10516.49,2103.3,3288.0,290.05,2.6
cust_00001565,79,1,106.39,106.39,0.0,19.86,1.0
cust_00001566,69,5,2839.16,567.83,259.78,50.33,1.8
cust_00001567,16,18,44998.91,2499.94,2592.94,181.32,2.22
cust_00001568,63,4,6514.42,1628.6,1790.31,208.92,2.25
cust_00001569,1,14,18806.04,1343.29,918.09,171.59,2.43
cust_00001570,43,3,1236.38,412.13,227.58,52.79,2.33
cust_00001571,10,7,13493.85,1927.69,1646.63,120.97,2.0
cust_00001572,29,6,2716.74,452.79,172.21,36.1,2.0
cust_00001573,48,13,17852.95,1373.3,1617.25,169.3,1.85
cust_00001574,39,7,7483.65,1069.09,1178.0,147.96,2.57
cust_00001575,160,2,2803.62,1401.81,1499.19,129.25,3.0
cust_00001576,34,11,15889.67,1444.52,1941.88,184.3,2.0
cust_00001577,76,2,2143.63,1071.82,18.12,123.4,2.0
cust_00001578,65,3,685.32,228.44,144.12,8.21,2.0
cust_00001579,15,4,928.78,232.2,100.51,33.72,2.0
cust_00001580,256,1,290.5,290.5,0.0,53.18,2.0
cust_00001581,53,8,11458.3,1432.29,1129.89,165.85,2.75
cust_00001582,8,5,3802.09,760.42,599.18,86.39,2.0
cust_00001583,46,3,2086.21,695.4,1001.46,84.52,2.67
cust_00001584,133,4,2633.83,658.46,236.9,85.58,1.25
cust_00001585,51,2,1709.35,854.68,934.05,94.96,2.0
cust_00001586,45,3,1325.55,441.85,300.2,50.76,1.33
cust_00001587,86,7,7640.19,1091.46,1388.34,82.11,2.14
cust_00001588,1,16,34663.05,2166.44,1698.43,214.27,2.19
cust_00001589,116,2,809.61,404.8,115.76,33.47,2.0
cust_00001590,138,4,3325.61,831.4,1239.91,64.92,1.75
cust_00001591,178,2,268.49,134.24,18.22,6.53,3.0
cust_00001592,66,3,1382.3,460.77,370.78,26.12,2.33
cust_00001593,151,4,2584.9,646.22,559.01,63.04,1.0
cust_00001594,65,8,9356.84,1169.6,1404.81,151.27,2.38
cust_00001595,253,1,48.11,48.11,0.0,5.36,1.0
cust_00001596,34,4,1599.71,399.93,327.4,21.37,3.0
cust_00001597,132,3,2300.4,766.8,486.57,73.39,2.67
cust_00001598,12,13,12509.97,962.31,679.62,64.92,1.69
cust_00001599,173,5,4528.33,905.67,592.17,88.8,1.0
cust_00001600,26,3,580.11,193.37,17.86,20.11,1.33
cust_00001601,33,6,2963.98,494.0,303.76,39.32,1.83
cust_00001602,271,1,82.68,82.68,0.0,0.4,2.0
cust_00001603,128,2,409.29,204.64,19.96,15.38,2.5
cust_00001604,39,3,2688.33,896.11,1396.57,110.75,1.67
cust_00001605,35,4,2355.72,588.93,211.09,39.44,2.0
cust_00001606,72,4,515.26,128.82,100.7,10.49,3.25
cust_00001607,33,8,6621.99,827.75,785.08,99.99,1.5
cust_00001608,12,10,14294.84,1429.48,836.56,156.32,2.1
cust_00001609,7,18,40777.92,2265.44,1852.86,245.76,2.11
cust_00001610,43,6,1444.45,240.74,164.38,21.62,2.5
cust_00001611,125,3,997.62,332.54,311.51,48.62,2.67
cust_00001612,7,5,2050.02,410.0,328.62,45.12,2.8
cust_00001613,16,6,15402.43,2567.07,3608.81,80.87,1.5
cust_00001614,74,3,791.54,263.85,341.62,39.92,2.0
cust_00001615,29,18,62603.92,3478.0,5077.61,459.43,1.72
cust_00001616,215,4,801.92,200.48,281.9,22.71,3.25
cust_00001617,2,8,7087.95,885.99,616.92,72.66,2.12
cust_00001618,19,22,66052.55,3002.39,2588.7,311.79,1.77
cust_00001619,224,2,497.72,248.86,124.07,33.68,3.0
cust_00001620,49,13,15809.38,1216.11,1892.79,115.01,1.38
cust_00001621,306,2,342.79,171.4,72.98,9.74,2.5
cust_00001622,22,8,4056.87,507.11,594.09,47.81,2.0
cust_00001623,43,14,17628.81,1259.2,1380.54,118.9,2.5
cust_00001624,12,18,44308.63,2461.59,2601.72,282.44,2.0
cust_00001625,79,8,9340.79,1167.6,883.12,128.12,1.75
cust_00001626,22,8,10906.33,1363.29,1016.25,147.79,2.12
cust_00001627,130,2,2268.97,1134.49,91.86,152.63,2.0
cust_00001628,130,3,1105.66,368.55,305.91,50.28,3.0
cust_00001629,190,6,5183.34,863.89,608.74,108.32,2.33
cust_00001630,7,5,6184.94,1236.99,1820.7,24.35,2.6
cust_00001631,255,1,183.48,183.48,0.0,28.12,3.0
cust_00001632,103,3,3803.11,1267.7,135.51,124.47,1.0
cust_00001633,61,3,721.5,240.5,279.01,40.25,2.0
cust_00001634,132,3,6622.65,2207.55,2151.0,122.43,3.0
cust_00001635,47,7,6571.7,938.81,724.59,109.9,1.71
cust_00001636,37,8,7703.26,962.91,1034.96,146.55,2.38
cust_00001637,81,3,1507.88,502.63,433.68,34.97,1.33
cust_00001638,151,3,376.24,125.41,60.37,11.81,2.33
cust_00001639,138,3,587.26,195.75,88.9,13.9,2.33
cust_00001640,5,5,1440.02,288.0,179.66,22.65,1.6
cust_00001641,36,1,215.79,215.79,0.0,4.32,2.0
cust_00001642,25,1,400.16,400.16,0.0,15.11,2.0
cust_00001643,56,7,3058.59,436.94,566.51,29.76,2.29
cust_00001644,51,2,200.47,100.24,46.52,8.77,2.5
cust_00001645,115,7,10424.93,1489.28,938.64,133.33,2.14
cust_00001646,10,14,19986.95,1427.64,2078.76,177.28,2.21
cust_00001647,3,7,5990.13,855.73,702.01,80.5,1.86
cust_00001648,35,5,3740.34,748.07,1012.81,26.66,2.6
cust_00001649,1,23,61431.7,2670.94,2079.8,277.59,1.87
cust_00001650,49,3,455.43,151.81,42.22,20.55,2.67
cust_00001651,11,7,7518.82,1074.12,812.67,74.88,2.43
cust_00001652,102,3,780.29,260.1,185.86,20.69,2.33
cust_00001653,40,8,10619.36,1327.42,901.17,143.06,1.38
cust_00001654,13,11,16857.98,1532.54,1087.61,109.15,1.55
cust_00001655,22,3,2834.77,944.92,1096.83,78.29,2.0
cust_00001656,50,4,2079.35,519.84,338.57,73.58,2.25
cust_00001657,158,3,1627.48,542.49,554.63,35.98,3.0
cust_00001658,144,3,551.72,183.91,117.22,25.63,2.0
cust_00001659,82,5,4464.05,892.81,527.79,118.46,1.8
cust_00001660,68,8,2204.64,275.58,235.6,17.74,1.5
cust_00001661,238,1,95.83,95.83,0.0,1.98,3.0
cust_00001662,60,3,1969.41,656.47,683.9,105.24,1.67
cust_00001663,101,4,1741.21,435.3,418.78,48.39,2.0
cust_00001664,8,4,2389.91,597.48,572.79,98.67,1.75
cust_00001665,163,2,1585.52,792.76,354.39,27.35,1.5
cust_00001666,16,6,3855.06,642.51,252.99,67.62,2.33
cust_00001667,14,3,1812.88,604.29,539.05,100.28,1.67
cust_00001668,116,2,356.59,178.3,118.59,7.28,3.5
cust_00001669,135,3,1364.61,454.87,537.85,35.22,2.67
cust_00001670,15,25,47902.19,1916.09,1353.71,204.43,2.12
cust_00001671,41,7,3698.47,528.35,414.63,49.03,2.14
cust_00001672,33,10,17151.14,1715.11,2074.38,134.62,2.3
cust_00001673,101,5,6819.5,1363.9,1409.61,150.97,2.0
cust_00001674,150,2,1016.06,508.03,526.19,40.06,2.0
cust_00001675,12,15,41670.62,2778.04,2272.46,244.28,2.13
cust_00001676,107,5,2929.92,585.98,369.47,37.16,1.2
cust_00001677,58,7,8580.31,1225.76,1525.17,86.2,2.14
cust_00001678,2,3,1759.95,586.65,660.35,16.21,1.67
cust_00001679,19,3,4836.1,1612.03,2176.12,184.94,1.67
cust_00001680,2,8,8074.04,1009.26,840.53,94.58,2.0
cust_00001681,13,8,7776.2,972.03,558.25,115.66,2.38
cust_00001682,9,8,5609.06,701.13,677.61,72.72,1.75
cust_00001683,185,2,299.66,149.83,33.01,18.42,1.0
cust_00001684,51,5,3966.46,793.29,386.04,49.95,2.0
cust_00001685,12,1,133.4,133.4,0.0,17.69,1.0
cust_00001686,73,3,1110.19,370.06,100.06,44.44,2.0
cust_00001687,10,12,14047.37,1170.61,1073.27,78.31,1.75
cust_00001688,104,4,3649.6,912.4,721.55,115.64,1.75
cust_00001689,81,6,4694.5,782.42,539.59,66.9,1.83
cust_00001690,249,3,6088.6,2029.53,1607.96,136.79,1.33
cust_00001691,43,5,3387.47,677.49,392.55,82.17,1.8
cust_00001692,40,3,500.92,166.97,100.93,21.99,3.33
cust_00001693,51,3,3474.18,1158.06,1035.31,140.3,3.0
cust_00001694,213,1,1934.96,1934.96,0.0,252.02,1.0
cust_00001695,26,5,6433.59,1286.72,1402.29,115.35,2.0
cust_00001696,55,4,3821.73,955.43,806.94,41.19,2.0
cust_00001697,65,4,1321.08,330.27,191.12,23.2,2.0
cust_00001698,11,1,247.92,247.92,0.0,22.96,1.0
cust_00001699,246,3,274.53,91.51,69.78,10.17,2.0
cust_00001700,34,15,16191.67,1079.44,1098.33,85.07,2.13
cust_00001701,2,11,17714.61,1610.42,2000.39,161.4,2.45
cust_00001702,4,4,1911.4,477.85,440.7,38.16,1.25
cust_00001703,6,12,10625.26,885.44,635.44,82.12,1.92
cust_00001704,22,7,4736.3,676.61,806.56,87.89,2.29
cust_00001705,15,10,8915.35,891.54,731.15,33.61,1.9
cust_00001706,43,2,536.22,268.11,44.56,16.7,1.0
cust_00001707,264,1,1263.17,1263.17,0.0,200.95,1.0
cust_00001708,18,3,2641.24,880.41,1094.56,60.39,2.33
cust_00001709,6,4,2201.16,550.29,548.81,79.05,1.25
cust_00001710,30,4,1575.7,393.92,212.72,33.9,1.0
cust_00001711,261,1,946.09,946.09,0.0,159.86,4.0
cust_00001712,4,10,14438.72,1443.87,1149.01,138.74,2.0
cust_00001713,134,2,169.76,84.88,47.67,14.76,2.0
cust_00001714,31,6,5875.66,979.28,959.83,60.77,2.67
cust_00001715,6,6,5036.37,839.4,769.96,63.84,2.0
cust_00001716,133,4,2042.16,510.54,251.27,54.1,2.25
cust_00001717,5,11,13527.44,1229.77,528.79,118.62,2.0
cust_00001718,99,4,819.84,204.96,162.53,18.26,2.0
cust_00001719,30,8,5181.97,647.75,520.27,41.5,2.38
cust_00001720,74,6,3228.78,538.13,642.85,31.96,2.67
cust_00001721,9,9,10913.14,1212.57,830.69,78.77,2.89
cust_00001722,57,3,350.24,116.75,32.81,12.91,2.0
cust_00001723,304,2,802.19,401.1,207.6,54.54,1.5
cust_00001724,17,3,364.6,121.53,41.24,17.61,1.67
cust_00001725,237,2,825.43,412.72,533.58,27.1,3.0
cust_00001726,33,6,3367.36,561.23,454.01,36.78,2.0
cust_00001727,13,13,15271.31,1174.72,787.3,122.75,1.92
cust_00001728,5,3,18529.86,6176.62,7509.57,508.15,1.0
cust_00001729,21,9,18036.75,2004.08,1772.89,161.88,2.44
cust_00001730,60,15,15170.25,1011.35,1149.34,91.2,1.6
cust_00001731,62,3,561.36,187.12,60.83,28.24,1.33
cust_00001732,5,5,4131.7,826.34,582.57,69.05,2.0
cust_00001733,27,4,2282.76,570.69,341.43,49.29,2.0
cust_00001734,73,2,88.94,44.47,7.37,4.74,1.0
cust_00001735,12,8,2830.57,353.82,305.05,33.67,2.12
cust_00001736,155,2,2017.82,1008.91,1227.47,139.96,2.0
cust_00001737,1,4,2349.75,587.44,413.84,50.61,2.25
cust_00001738,44,3,1307.18,435.73,222.57,33.51,1.67
cust_00001739,196,3,3749.77,1249.92,992.59,98.87,2.33
cust_00001740,177,7,8867.54,1266.79,1983.59,75.91,2.29
cust_00001741,23,8,6626.12,828.26,640.67,111.78,1.38
cust_00001742,10,4,2852.26,713.06,557.85,75.5,1.75
cust_00001743,22,8,3020.44,377.55,393.78,23.67,1.88
cust_00001744,139,3,1514.8,504.93,493.58,18.13,2.33
cust_00001745,273,3,666.7,222.23,209.52,1.99,2.33
cust_00001746,29,10,15191.77,1519.18,1487.55,152.94,2.2
cust_00001747,1,20,49385.09,2469.25,1791.73,252.89,2.3
cust_00001748,77,17,35158.29,2068.13,1019.89,217.24,1.59
cust_00001749,12,8,4947.2,618.4,400.28,71.94,2.25
cust_00001750,27,8,13072.74,1634.09,1886.33,293.18,1.5
cust_00001751,76,3,2380.48,793.49,421.53,25.93,1.0
cust_00001752,8,1,924.34,924.34,0.0,10.78,2.0
cust_00001753,40,2,648.48,324.24,58.53,25.1,2.5
cust_00001754,41,7,5750.63,821.52,632.78,81.59,2.29
cust_00001755,8,5,2298.92,459.78,484.91,30.13,2.6
cust_00001756,154,4,1311.19,327.8,285.65,25.3,2.0
cust_00001757,353,1,727.11,727.11,0.0,64.48,2.0
cust_00001758,360,1,8.06,8.06,0.0,1.29,5.0
cust_00001759,99,3,2698.99,899.66,718.72,102.14,3.0
cust_00001760,170,3,1132.67,377.56,109.42,47.84,2.33
cust_00001761,126,2,523.83,261.91,61.82,17.83,1.0
cust_00001762,24,10,21307.73,2130.77,1671.01,159.88,2.0
cust_00001763,68,3,1620.04,540.01,503.26,82.9,2.33
cust_00001764,16,7,6511.95,930.28,1067.22,100.76,2.0
cust_00001765,36,4,1893.37,473.34,288.64,25.54,1.75
cust_00001766,127,4,1434.45,358.61,260.64,30.28,2.25
cust_00001767,82,7,3352.08,478.87,373.43,52.8,1.86
cust_00001768,13,15,18349.21,1223.28,958.01,128.99,1.53
cust_00001769,9,22,39104.89,1777.5,988.48,170.18,2.5
cust_00001770,18,16,57647.65,3602.98,3436.84,341.0,1.5
cust_00001771,24,15,33301.64,2220.11,1895.27,245.83,2.47
cust_00001772,24,15,15620.17,1041.34,440.17,110.11,1.87
cust_00001773,84,5,7459.36,1491.87,2340.0,182.79,2.2
cust_00001774,8,5,1589.17,317.83,148.92,27.41,1.8
cust_00001775,14,2,451.25,225.62,211.08,30.38,1.0
